nom,age,date,paye,montant,loisir,competences,timestampField,decimalField
Karmen,36,25-09-2008,no,7586,"['Jeux', 'Football']",Cooking,17-04-2022_01:13:08,321.46
Mehdi,38,13-03-2019,yes,8458,"['Jeux', 'Randonnée']",Leadership,26-07-2022_18:11:40,133.81
Mehdi,47,21-12-2017,yes,8179,"['Football', 'Randonnée']",Cooking,23-08-2018_14:33:40,791.4
Karmen,42,30-04-2010,yes,6657,"['Randonnée', 'Jeux']",Leadership,29-04-2013_07:41:06,298.01
John,34,21-01-2011,no,5181,"['Randonnée', 'Jeux']",Leadership,08-05-2022_16:49:22,228.75
John,59,02-06-2015,no,1732,"['Football', 'Randonnée']",Leadership,24-06-2022_11:07:52,319.16
Karmen,53,30-09-2012,no,773,"['Randonnée', 'Football']",Leadership,31-05-2014_20:01:14,205.26
Emilia,88,05-01-2007,yes,6895,"['Randonnée', 'Parachutisme']",Cooking,31-01-2018_13:36:43,999.35
John,43,03-09-2003,yes,5529,"['Jeux', 'Parachutisme']",Communication,09-03-2022_13:52:20,449.29
Mehdi,35,18-05-2003,yes,7611,"['Jeux', 'Randonnée']",Communication,18-08-2021_14:23:19,363.23
Mehdi,34,18-03-2009,no,5401,"['Parachutisme', 'Football']",Communication,18-05-2015_00:54:22,787.34
Mehdi,35,22-05-2019,yes,6842,"['Football', 'Jeux']",Cooking,24-08-2014_10:26:46,746.77
David,64,09-05-2011,no,7515,"['Parachutisme', 'Randonnée']",Leadership,18-06-2021_03:07:21,889.88
Mehdi,95,27-06-2007,no,1111,"['Parachutisme', 'Jeux']",Leadership,04-07-2022_18:51:58,932.72
Karmen,76,25-12-2014,no,7729,"['Jeux', 'Randonnée']",Communication,24-08-2021_21:08:39,681.62
David,49,02-09-2006,yes,8679,"['Parachutisme', 'Football']",Communication,30-09-2017_18:42:31,597.5
David,58,10-05-2005,no,6877,"['Parachutisme', 'Randonnée']",Cooking,28-12-2015_06:05:59,464.21
David,96,15-08-2016,no,9773,"['Jeux', 'Randonnée']",Leadership,25-01-2019_11:27:00,615.97
Emilia,52,17-03-2003,no,9992,"['Jeux', 'Randonnée']",Leadership,17-07-2014_15:10:15,305.52
Emilia,42,29-11-2006,no,4612,"['Football', 'Parachutisme']",Communication,11-01-2016_19:47:20,617.48
Karmen,58,01-07-2015,no,236,"['Parachutisme', 'Randonnée']",Leadership,11-09-2018_13:51:48,678.04
Karmen,74,05-12-2013,no,8784,"['Football', 'Parachutisme']",Cooking,09-07-2013_23:41:25,755.69
Karmen,44,31-08-2013,no,5821,"['Parachutisme', 'Jeux']",Cooking,22-09-2015_11:11:21,423.06
Emilia,81,19-01-2017,yes,6800,"['Randonnée', 'Jeux']",Cooking,16-03-2014_19:05:44,787.12
Emilia,84,21-01-2016,yes,3804,"['Jeux', 'Randonnée']",Communication,25-03-2017_18:45:01,668.09
Emilia,51,18-01-2014,no,3295,"['Football', 'Randonnée']",Leadership,20-12-2014_16:21:42,262.82
David,65,14-01-2006,yes,8026,"['Randonnée', 'Jeux']",Communication,02-06-2014_08:53:27,962.67
Karmen,62,23-12-2019,yes,7569,"['Football', 'Parachutisme']",Communication,27-09-2016_08:44:38,189.37
Emilia,23,21-08-2017,no,8572,"['Parachutisme', 'Jeux']",Communication,22-02-2017_09:51:27,195.31
John,65,31-08-2011,yes,7064,"['Football', 'Parachutisme']",Communication,17-08-2014_21:52:40,190.03
Emilia,87,23-11-2015,no,3075,"['Parachutisme', 'Jeux']",Communication,19-08-2019_20:46:12,176.9
Emilia,32,13-07-2006,no,8541,"['Parachutisme', 'Jeux']",Leadership,10-08-2020_13:18:08,108.74
Mehdi,55,30-05-2006,no,1646,"['Parachutisme', 'Football']",Leadership,04-07-2019_22:01:32,241.58
John,76,13-10-2002,no,5834,"['Randonnée', 'Football']",Cooking,19-08-2014_08:52:26,795.22
Mehdi,26,24-11-2004,no,4088,"['Jeux', 'Randonnée']",Leadership,05-08-2017_15:40:19,137.88
John,84,10-01-2019,no,1415,"['Randonnée', 'Jeux']",Communication,02-06-2020_12:07:50,379.31
David,50,03-01-2016,no,5312,"['Jeux', 'Football']",Cooking,24-11-2017_00:24:38,562.4
David,58,18-09-2002,no,951,"['Parachutisme', 'Football']",Cooking,28-04-2017_01:52:22,12.87
John,66,11-03-2004,no,9327,"['Parachutisme', 'Jeux']",Leadership,27-11-2018_08:02:40,607.96
Mehdi,94,17-08-2019,yes,1926,"['Jeux', 'Parachutisme']",Leadership,24-02-2015_10:32:23,448.03
Karmen,79,05-05-2019,no,2151,"['Randonnée', 'Jeux']",Leadership,18-04-2016_21:50:35,753.42
Mehdi,50,11-05-2013,no,7551,"['Randonnée', 'Football']",Communication,11-05-2014_01:38:33,383.09
John,60,30-11-2015,no,2496,"['Randonnée', 'Parachutisme']",Cooking,07-12-2019_01:48:15,856.67
John,43,14-12-2019,yes,6439,"['Randonnée', 'Football']",Leadership,03-12-2017_04:29:16,792.42
David,64,04-09-2005,yes,2837,"['Jeux', 'Parachutisme']",Leadership,01-07-2013_14:00:52,110.26
John,41,28-01-2016,yes,1723,"['Jeux', 'Football']",Communication,29-04-2017_10:29:33,947.2
Karmen,30,07-10-2018,no,211,"['Football', 'Randonnée']",Communication,02-11-2017_01:06:52,80.21
John,62,01-11-2013,yes,7996,"['Parachutisme', 'Randonnée']",Cooking,17-06-2018_07:23:06,120.59
Emilia,89,19-01-2009,no,3013,"['Jeux', 'Football']",Leadership,31-10-2017_09:40:30,414.52
David,71,18-02-2005,yes,3809,"['Randonnée', 'Jeux']",Cooking,20-12-2018_14:04:55,917.85
Mehdi,92,15-12-2020,yes,6133,"['Football', 'Parachutisme']",Communication,29-01-2019_02:57:55,916.9
Emilia,19,09-03-2007,no,3211,"['Football', 'Randonnée']",Cooking,12-05-2014_22:09:22,537.39
Mehdi,77,09-01-2012,yes,508,"['Jeux', 'Randonnée']",Communication,23-03-2018_03:17:03,252.62
Karmen,41,29-03-2019,no,289,"['Jeux', 'Football']",Leadership,20-03-2019_01:21:39,367.89
Mehdi,41,15-01-2010,yes,9358,"['Randonnée', 'Parachutisme']",Leadership,02-04-2022_20:23:45,361.94
David,91,20-11-2006,no,4945,"['Parachutisme', 'Football']",Cooking,06-07-2020_06:01:54,302.42
John,82,24-09-2011,yes,3529,"['Parachutisme', 'Randonnée']",Cooking,14-05-2017_00:48:00,362.45
David,36,30-06-2003,no,3646,"['Jeux', 'Football']",Cooking,24-09-2013_01:36:30,486.79
Karmen,75,27-11-2013,yes,9767,"['Jeux', 'Parachutisme']",Cooking,23-07-2017_08:23:47,257.21
Karmen,96,30-12-2008,no,3299,"['Randonnée', 'Parachutisme']",Cooking,21-03-2019_08:01:38,985.12
David,61,03-08-2010,no,4315,"['Parachutisme', 'Randonnée']",Communication,30-04-2022_04:03:40,616.17
David,51,05-10-2009,no,667,"['Football', 'Jeux']",Communication,28-01-2020_05:44:38,884.51
Mehdi,74,27-03-2009,no,5567,"['Parachutisme', 'Jeux']",Cooking,05-04-2018_04:47:13,514.56
David,27,25-02-2008,no,3045,"['Parachutisme', 'Football']",Communication,11-07-2020_01:19:08,489.02
Karmen,36,23-09-2006,yes,2904,"['Football', 'Jeux']",Communication,28-01-2021_04:21:04,473.05
Emilia,37,06-05-2013,yes,7719,"['Randonnée', 'Jeux']",Cooking,14-07-2020_00:43:37,708.63
Karmen,24,22-06-2020,yes,2074,"['Parachutisme', 'Jeux']",Leadership,05-07-2022_09:09:44,151.22
David,31,06-01-2017,no,3553,"['Jeux', 'Football']",Cooking,16-12-2016_14:03:29,34.98
Mehdi,54,13-04-2012,no,6522,"['Football', 'Randonnée']",Communication,02-09-2021_21:38:50,237.94
Karmen,87,21-10-2003,yes,1720,"['Football', 'Parachutisme']",Leadership,28-04-2016_19:35:16,561.9
David,82,27-11-2009,yes,9519,"['Randonnée', 'Jeux']",Communication,29-10-2016_09:17:05,83.42
Emilia,19,09-10-2018,no,7599,"['Parachutisme', 'Football']",Communication,09-03-2019_05:42:14,77.48
David,48,21-03-2013,no,126,"['Football', 'Parachutisme']",Communication,16-07-2018_12:37:43,990.45
John,55,03-10-2009,no,9645,"['Randonnée', 'Parachutisme']",Cooking,07-11-2014_23:02:37,200.66
Mehdi,57,05-09-2016,yes,5583,"['Parachutisme', 'Football']",Communication,21-04-2018_14:50:53,718.24
Karmen,92,26-02-2004,no,9613,"['Jeux', 'Parachutisme']",Leadership,26-05-2014_04:19:43,477.91
Mehdi,53,10-10-2005,no,3117,"['Football', 'Jeux']",Leadership,24-10-2020_21:40:45,191.85
John,88,01-04-2005,no,7795,"['Jeux', 'Parachutisme']",Leadership,07-05-2021_18:09:31,333.7
John,82,05-11-2006,no,1632,"['Football', 'Randonnée']",Communication,25-09-2020_15:23:48,144.24
John,59,05-10-2006,yes,7398,"['Randonnée', 'Jeux']",Cooking,28-05-2016_05:00:13,841.0
Karmen,24,18-09-2010,no,4548,"['Jeux', 'Randonnée']",Communication,24-08-2013_18:11:03,830.98
Mehdi,29,28-04-2008,yes,6552,"['Parachutisme', 'Football']",Communication,31-10-2014_17:17:02,874.42
Mehdi,56,29-08-2002,no,2419,"['Randonnée', 'Parachutisme']",Leadership,17-07-2017_15:23:57,376.57
Mehdi,56,26-09-2008,yes,9546,"['Football', 'Randonnée']",Communication,21-11-2016_19:38:01,288.42
David,26,25-03-2020,yes,1270,"['Parachutisme', 'Football']",Communication,21-10-2014_09:04:47,445.02
Emilia,41,12-08-2010,yes,3437,"['Jeux', 'Parachutisme']",Cooking,14-07-2022_01:48:07,552.25
Emilia,65,20-07-2015,yes,3121,"['Parachutisme', 'Football']",Leadership,03-02-2016_19:55:30,293.39
John,30,15-03-2012,yes,4750,"['Randonnée', 'Jeux']",Communication,03-11-2014_11:33:27,578.68
David,56,23-01-2017,no,9482,"['Parachutisme', 'Randonnée']",Leadership,13-06-2015_17:45:27,137.76
David,72,05-12-2008,yes,7654,"['Parachutisme', 'Jeux']",Leadership,12-02-2019_12:27:38,111.35
John,78,17-03-2007,no,5537,"['Jeux', 'Football']",Cooking,27-02-2014_18:14:10,976.22
Karmen,55,19-11-2016,no,291,"['Randonnée', 'Parachutisme']",Cooking,29-04-2015_10:29:53,734.39
David,66,19-11-2003,no,5942,"['Randonnée', 'Football']",Cooking,01-12-2015_06:33:47,31.84
David,52,19-07-2003,no,9704,"['Football', 'Randonnée']",Communication,09-04-2019_19:52:39,729.22
Karmen,94,30-11-2003,yes,6888,"['Jeux', 'Randonnée']",Leadership,26-05-2020_10:44:37,625.66
Mehdi,54,19-03-2004,yes,4404,"['Football', 'Jeux']",Cooking,20-10-2014_18:32:52,293.87
Emilia,57,04-04-2003,yes,5989,"['Randonnée', 'Parachutisme']",Leadership,25-10-2020_19:45:08,828.42
John,87,01-10-2006,no,42,"['Randonnée', 'Parachutisme']",Cooking,27-01-2015_17:01:13,358.42
Mehdi,26,01-11-2003,no,162,"['Parachutisme', 'Jeux']",Leadership,29-06-2015_13:37:24,920.12
Mehdi,31,03-04-2003,yes,5418,"['Football', 'Jeux']",Leadership,27-07-2020_22:35:44,232.42
David,57,30-06-2016,no,2154,"['Jeux', 'Randonnée']",Cooking,20-10-2016_07:32:55,489.62
Mehdi,26,10-09-2014,yes,645,"['Football', 'Parachutisme']",Cooking,08-07-2019_15:25:05,17.54
Mehdi,39,10-06-2019,yes,2867,"['Randonnée', 'Parachutisme']",Cooking,24-11-2018_00:52:57,205.99
Karmen,82,26-04-2017,yes,5835,"['Randonnée', 'Parachutisme']",Leadership,17-10-2020_10:23:30,709.32
Emilia,32,06-04-2015,yes,6315,"['Randonnée', 'Parachutisme']",Communication,09-05-2018_01:31:30,412.71
Emilia,36,18-01-2007,no,53,"['Football', 'Parachutisme']",Communication,27-03-2016_15:29:39,465.02
Mehdi,26,13-12-2014,yes,2688,"['Jeux', 'Football']",Cooking,29-12-2021_06:37:36,562.3
David,88,01-01-2016,no,7460,"['Randonnée', 'Parachutisme']",Leadership,21-09-2017_19:03:22,491.83
Mehdi,25,01-03-2012,no,3983,"['Parachutisme', 'Randonnée']",Communication,09-05-2013_10:27:52,510.34
Mehdi,68,21-11-2004,yes,6678,"['Parachutisme', 'Football']",Cooking,10-06-2016_14:29:25,143.69
Mehdi,87,12-07-2012,no,4891,"['Jeux', 'Football']",Communication,25-04-2014_01:26:40,131.43
Mehdi,64,02-12-2019,yes,9701,"['Jeux', 'Parachutisme']",Communication,15-04-2013_23:03:14,843.08
David,83,25-03-2013,no,6412,"['Randonnée', 'Football']",Communication,12-12-2016_10:23:22,288.37
John,74,17-08-2019,yes,4770,"['Randonnée', 'Jeux']",Cooking,26-10-2015_09:18:16,813.43
Mehdi,93,16-11-2004,yes,9875,"['Football', 'Jeux']",Communication,14-03-2020_23:26:36,566.2
Karmen,52,31-08-2015,yes,1368,"['Jeux', 'Football']",Communication,24-05-2016_00:58:17,354.71
John,45,01-06-2020,yes,5730,"['Jeux', 'Randonnée']",Leadership,06-09-2015_01:16:27,11.91
Karmen,19,06-08-2012,yes,90,"['Parachutisme', 'Jeux']",Communication,06-11-2017_20:46:20,444.08
David,54,09-12-2014,yes,5435,"['Randonnée', 'Jeux']",Cooking,18-11-2019_02:39:29,757.28
Emilia,31,18-01-2008,yes,5789,"['Jeux', 'Parachutisme']",Leadership,12-06-2015_02:14:27,272.69
David,63,08-12-2014,yes,3360,"['Jeux', 'Football']",Leadership,26-12-2017_05:51:26,337.25
Karmen,52,17-09-2010,no,5726,"['Football', 'Randonnée']",Cooking,08-11-2019_04:54:04,475.72
Karmen,78,26-12-2004,yes,3683,"['Randonnée', 'Football']",Leadership,28-01-2017_23:38:48,474.2
Emilia,63,22-06-2015,no,8001,"['Football', 'Parachutisme']",Communication,19-05-2021_11:00:05,906.08
David,55,05-03-2006,yes,2810,"['Jeux', 'Football']",Leadership,07-06-2017_16:45:46,584.87
David,32,18-03-2018,no,2520,"['Jeux', 'Randonnée']",Communication,13-02-2015_11:48:53,984.65
David,32,10-09-2012,no,9288,"['Jeux', 'Parachutisme']",Communication,07-01-2016_15:44:21,508.55
Karmen,89,22-06-2007,no,7923,"['Randonnée', 'Parachutisme']",Communication,22-11-2017_21:39:05,152.58
John,67,08-07-2012,no,2502,"['Parachutisme', 'Randonnée']",Cooking,24-05-2020_20:20:41,672.0
Karmen,87,10-04-2020,no,3653,"['Randonnée', 'Football']",Communication,20-09-2013_16:53:53,249.93
John,23,30-11-2002,yes,6150,"['Randonnée', 'Parachutisme']",Leadership,20-06-2018_17:21:21,372.49
David,19,30-01-2005,yes,8703,"['Jeux', 'Football']",Communication,17-01-2016_02:14:28,953.19
Mehdi,50,12-09-2016,yes,6851,"['Football', 'Randonnée']",Leadership,11-09-2016_18:01:12,784.78
Emilia,45,08-09-2016,no,891,"['Randonnée', 'Parachutisme']",Communication,19-11-2016_18:33:59,26.16
Karmen,21,16-04-2003,no,8343,"['Randonnée', 'Football']",Communication,01-09-2017_16:52:14,444.85
John,35,13-08-2020,no,7931,"['Jeux', 'Football']",Leadership,28-01-2015_14:58:38,326.22
John,69,17-07-2006,yes,3988,"['Jeux', 'Parachutisme']",Communication,30-01-2021_00:49:16,717.55
John,67,04-08-2010,yes,408,"['Jeux', 'Football']",Leadership,12-08-2016_14:18:14,3.18
David,87,30-12-2007,no,4631,"['Jeux', 'Parachutisme']",Cooking,26-01-2014_22:04:39,752.46
Mehdi,76,08-05-2019,yes,5255,"['Randonnée', 'Football']",Communication,03-06-2018_22:43:07,638.09
Emilia,67,11-01-2005,no,1993,"['Parachutisme', 'Football']",Cooking,08-12-2019_09:31:29,281.61
John,22,19-01-2015,no,9590,"['Jeux', 'Parachutisme']",Communication,10-05-2014_02:13:08,905.99
Mehdi,18,25-07-2018,yes,858,"['Parachutisme', 'Jeux']",Communication,21-01-2018_13:39:35,254.57
Emilia,90,16-05-2015,no,7895,"['Jeux', 'Football']",Leadership,09-12-2013_22:47:24,839.48
Karmen,84,23-01-2008,no,4188,"['Randonnée', 'Football']",Communication,05-01-2021_07:38:33,443.67
Mehdi,32,05-05-2007,no,5860,"['Jeux', 'Football']",Leadership,27-02-2020_10:54:52,709.35
David,85,04-11-2007,no,5398,"['Parachutisme', 'Randonnée']",Cooking,29-10-2019_08:15:38,799.98
Emilia,61,22-08-2006,yes,7682,"['Randonnée', 'Football']",Communication,09-12-2015_11:03:02,367.69
David,45,30-11-2006,yes,2594,"['Randonnée', 'Parachutisme']",Communication,24-06-2021_19:06:31,172.89
David,92,26-04-2017,no,7945,"['Parachutisme', 'Football']",Cooking,11-02-2020_23:39:52,864.38
David,23,30-04-2013,no,1885,"['Randonnée', 'Football']",Leadership,30-07-2013_23:08:43,534.47
Mehdi,21,22-09-2002,no,7882,"['Parachutisme', 'Football']",Communication,05-09-2014_14:51:42,864.07
John,25,14-06-2020,yes,4971,"['Randonnée', 'Football']",Cooking,30-01-2021_05:01:35,372.33
John,49,04-11-2018,no,7230,"['Football', 'Randonnée']",Communication,28-08-2013_07:20:50,336.51
Mehdi,100,14-10-2008,no,4830,"['Jeux', 'Parachutisme']",Communication,25-10-2016_07:38:22,296.17
David,90,16-02-2012,yes,9908,"['Jeux', 'Parachutisme']",Leadership,25-12-2018_05:06:45,454.85
Mehdi,57,27-01-2005,yes,3764,"['Jeux', 'Parachutisme']",Communication,01-07-2018_17:35:32,956.56
David,29,16-08-2013,no,1185,"['Jeux', 'Randonnée']",Leadership,05-06-2018_14:06:03,795.82
Karmen,75,03-06-2002,yes,728,"['Parachutisme', 'Football']",Communication,23-04-2016_11:54:58,688.97
John,69,21-01-2018,yes,7900,"['Randonnée', 'Parachutisme']",Cooking,22-10-2016_15:56:51,105.79
Emilia,82,15-05-2015,no,7204,"['Football', 'Jeux']",Leadership,09-04-2019_15:31:05,649.88
Karmen,42,02-07-2013,yes,2395,"['Jeux', 'Randonnée']",Communication,18-11-2021_11:58:46,473.25
John,23,01-09-2012,no,9385,"['Jeux', 'Parachutisme']",Cooking,02-02-2017_04:14:19,439.18
John,94,15-07-2009,yes,5770,"['Parachutisme', 'Football']",Leadership,27-12-2017_16:15:38,575.26
Karmen,51,03-12-2008,yes,6357,"['Parachutisme', 'Randonnée']",Cooking,09-06-2019_22:10:40,42.99
Mehdi,51,02-05-2007,no,715,"['Randonnée', 'Football']",Communication,20-07-2019_03:21:15,516.51
John,96,07-03-2003,no,927,"['Football', 'Parachutisme']",Cooking,08-06-2015_09:37:31,224.45
Emilia,91,15-01-2016,no,4195,"['Parachutisme', 'Football']",Leadership,09-08-2017_14:35:52,855.53
Emilia,72,15-07-2003,yes,6979,"['Jeux', 'Randonnée']",Cooking,14-05-2014_09:27:01,137.15
Emilia,93,07-08-2009,yes,6740,"['Jeux', 'Randonnée']",Leadership,10-02-2017_21:31:14,167.25
Emilia,90,15-12-2002,yes,7762,"['Randonnée', 'Parachutisme']",Communication,16-10-2015_12:43:05,610.48
Mehdi,27,26-02-2020,yes,7969,"['Football', 'Jeux']",Cooking,03-01-2014_15:22:41,559.75
Emilia,19,23-07-2003,no,2501,"['Football', 'Randonnée']",Leadership,17-06-2022_01:11:10,145.53
John,92,05-04-2005,yes,2878,"['Parachutisme', 'Randonnée']",Cooking,12-07-2020_18:39:57,872.05
Karmen,22,16-09-2012,yes,6965,"['Randonnée', 'Parachutisme']",Communication,13-06-2022_09:47:27,988.74
David,56,20-08-2017,no,1635,"['Jeux', 'Football']",Communication,18-04-2013_18:40:48,675.83
John,31,01-09-2011,no,3607,"['Parachutisme', 'Football']",Communication,20-07-2021_21:11:35,556.25
Karmen,68,07-02-2004,no,9775,"['Parachutisme', 'Football']",Communication,21-08-2021_16:04:12,943.5
John,71,26-10-2015,yes,1757,"['Randonnée', 'Football']",Communication,17-12-2019_15:14:29,788.18
Mehdi,39,19-11-2003,yes,3419,"['Football', 'Randonnée']",Leadership,04-02-2017_07:53:35,612.81
John,29,06-11-2016,no,2870,"['Football', 'Randonnée']",Cooking,04-04-2013_04:35:46,542.15
Emilia,86,03-08-2017,yes,1718,"['Randonnée', 'Parachutisme']",Cooking,24-12-2015_12:16:47,163.5
Karmen,46,02-08-2005,no,1252,"['Football', 'Parachutisme']",Leadership,09-08-2018_12:11:11,250.33
David,71,24-11-2019,yes,6504,"['Parachutisme', 'Jeux']",Communication,19-09-2019_02:47:51,42.71
David,27,27-10-2010,yes,1559,"['Parachutisme', 'Randonnée']",Communication,23-03-2016_23:51:22,363.2
Mehdi,88,27-10-2007,no,4850,"['Randonnée', 'Football']",Communication,23-11-2020_18:32:33,993.47
Karmen,28,20-01-2015,no,1481,"['Jeux', 'Parachutisme']",Leadership,06-09-2015_14:37:34,879.63
John,51,25-06-2011,no,1180,"['Jeux', 'Parachutisme']",Leadership,10-01-2021_04:26:36,2.62
John,98,28-06-2013,no,5054,"['Parachutisme', 'Jeux']",Cooking,18-11-2021_14:22:07,459.99
Karmen,82,13-07-2017,yes,2961,"['Football', 'Jeux']",Cooking,24-02-2015_09:24:09,413.12
David,64,17-08-2018,no,6926,"['Randonnée', 'Jeux']",Leadership,10-02-2017_06:00:17,909.8
Mehdi,72,02-04-2017,yes,2897,"['Randonnée', 'Parachutisme']",Communication,10-11-2017_08:39:04,918.84
David,81,20-12-2019,yes,2733,"['Randonnée', 'Football']",Leadership,02-03-2014_22:40:04,697.01
Emilia,48,10-08-2020,no,5249,"['Parachutisme', 'Jeux']",Cooking,05-01-2019_06:16:35,978.87
Emilia,62,03-07-2015,yes,4149,"['Randonnée', 'Football']",Leadership,30-01-2020_16:11:06,53.43
Karmen,91,31-03-2016,no,5357,"['Parachutisme', 'Football']",Communication,05-02-2019_00:12:14,215.17
John,43,07-05-2006,no,2587,"['Randonnée', 'Parachutisme']",Leadership,10-08-2021_07:41:43,345.38
Mehdi,64,25-08-2008,no,5887,"['Jeux', 'Parachutisme']",Communication,03-08-2013_20:49:10,740.69
David,41,21-11-2005,no,880,"['Parachutisme', 'Football']",Cooking,28-09-2021_22:51:55,771.94
David,83,24-07-2019,yes,2113,"['Jeux', 'Parachutisme']",Communication,28-11-2015_21:36:44,730.09
Mehdi,73,04-01-2004,no,949,"['Football', 'Parachutisme']",Cooking,20-01-2014_01:53:11,93.64
John,95,19-06-2016,yes,6394,"['Randonnée', 'Jeux']",Communication,13-08-2018_07:21:01,610.85
Mehdi,38,13-11-2002,yes,823,"['Jeux', 'Football']",Communication,19-01-2019_09:14:14,128.35
Mehdi,99,13-12-2020,no,8472,"['Randonnée', 'Parachutisme']",Leadership,23-07-2018_00:55:58,858.3
David,72,19-08-2004,yes,4341,"['Randonnée', 'Football']",Leadership,04-02-2019_00:46:40,604.59
Karmen,25,03-02-2011,no,7916,"['Football', 'Parachutisme']",Communication,15-11-2017_19:51:50,296.8
Mehdi,71,12-09-2006,no,6272,"['Randonnée', 'Football']",Leadership,11-10-2016_19:17:49,361.06
Mehdi,62,17-11-2011,no,4733,"['Football', 'Parachutisme']",Cooking,02-02-2014_19:51:34,729.34
David,28,23-06-2014,yes,7658,"['Jeux', 'Football']",Leadership,01-10-2020_11:00:51,743.31
John,66,10-01-2007,yes,351,"['Randonnée', 'Football']",Communication,03-05-2014_09:55:16,46.51
Emilia,46,04-01-2002,yes,9163,"['Randonnée', 'Football']",Leadership,12-05-2015_04:23:17,226.62
Karmen,44,21-12-2015,yes,7923,"['Parachutisme', 'Jeux']",Cooking,16-09-2016_03:38:50,466.82
John,74,21-09-2013,no,2615,"['Football', 'Randonnée']",Leadership,08-04-2013_05:43:37,825.66
David,27,07-01-2013,yes,6444,"['Randonnée', 'Parachutisme']",Communication,20-05-2020_10:41:30,256.14
David,93,19-06-2013,no,4084,"['Parachutisme', 'Jeux']",Leadership,15-06-2018_12:13:36,783.14
Karmen,41,06-06-2011,no,8860,"['Parachutisme', 'Jeux']",Leadership,31-07-2022_03:14:56,475.11
Karmen,59,23-07-2013,no,4571,"['Parachutisme', 'Randonnée']",Communication,09-01-2014_13:02:28,892.32
John,95,17-05-2013,yes,4573,"['Parachutisme', 'Jeux']",Communication,29-12-2019_16:16:28,917.73
Mehdi,60,11-09-2017,no,1502,"['Parachutisme', 'Jeux']",Leadership,28-01-2015_23:07:57,443.92
Mehdi,90,16-11-2008,yes,467,"['Parachutisme', 'Randonnée']",Leadership,13-12-2018_00:01:26,100.41
Mehdi,54,13-03-2006,yes,7282,"['Jeux', 'Football']",Communication,24-01-2018_12:19:52,674.1
